person_id,household_id,sex,age,home_x,home_y,marital_status,nationality,household_size,age_class,household_size_class,home_zone_id,municipality_type,home_municipality_id,home_quarter_id,canton_id,population_density,sp_region,ovgk,statpop_person_id,statpop_household_id,is_head,longitude,latitude,canton_id.1,canton_name,distance
201240012716819,201202610004233,0,38,2682641.553243738,1244762.1894430018,0,0,4,5,3,2726.0,urban,261,261021.0,1.0,57522,1,B,201240012716819,201202610004233,True,8.53214504024825,47.347436098841726,1,Zurich,
201240015979968,201201360000871,1,49,2682229.972268879,1237473.7416514289,0,0,1,6,0,391.0,urban,136,,1.0,16153,1,None,201240015979968,201201360000871,True,8.525675701108161,47.28587957612314,1,Zurich,
201240010501966,201202610031957,1,37,2681452.865771098,1247478.1022036308,1,0,4,5,3,2739.0,urban,261,261034.0,1.0,142335,1,A,201240010501966,201202610031957,False,8.516731279660917,47.371912927723,1,Zurich,
201240008635128,201200550000242,0,71,2682328.559180657,1270502.7808898916,1,0,5,7,4,337.0,urban,55,,1.0,5446,1,D,201240008635128,201200550000242,False,8.530078458862356,47.57690575998055,1,Zurich,
201240014877548,201201310005581,0,25,2682155.7228230094,1239451.5986011904,1,1,4,4,3,388.0,urban,131,,1.0,29349,1,C,201240014877548,201201310005581,True,8.522606814263405,47.30011208755114,1,Zurich,
201240016003816,201202610006428,0,74,2683023.6372178285,1242875.3902598398,1,0,2,7,1,2726.0,urban,261,261021.0,1.0,42436,1,C,201240016003816,201202610006428,True,8.53646261653474,47.33214820982201,1,Zurich,
201240016173224,201200550000729,0,53,2681939.1000735816,1269576.7468898105,1,0,2,6,1,337.0,urban,55,,1.0,6903,1,None,201240016173224,201200550000729,False,8.527202978239915,47.572804306607885,1,Zurich,
201240008844265,201200620006655,1,61,2686392.2952827606,1257487.7218940656,1,0,2,6,1,344.0,urban,62,,1.0,20099,1,B,201240008844265,201200620006655,False,8.58172042957928,47.462732121453485,1,Zurich,
201240008261046,201201310003038,0,39,2681545.17819564,1240732.1035889,1,0,5,5,4,388.0,urban,131,,1.0,34466,1,B,201240008261046,201201310003038,False,8.519027687933077,47.31339572501644,1,Zurich,
201240008779909,201202610054399,0,30,2682622.0239650803,1248252.0360529039,1,1,2,5,1,2743.0,urban,261,261051.0,1.0,151963,1,A,201240008779909,201202610054399,True,8.53381535975262,47.38108015319929,1,Zurich,
201240007814191,201201980011535,0,67,2697065.4028163967,1245121.152819392,2,0,2,7,1,424.0,urban,198,,1.0,30775,1,B,201240007814191,201201980011535,False,8.722738119077162,47.35035795197226,1,Zurich,
201240009899564,201200900000970,1,52,2679663.7688247836,1259472.1797908025,1,0,4,6,3,364.0,urban,90,,1.0,19836,1,D,201240009899564,201200900000970,False,8.496440356315505,47.48173066830509,1,Zurich,
201240008233848,201202610140229,0,26,2683613.459282686,1251725.6336006722,0,1,1,4,0,2754.0,urban,261,261115.0,1.0,104957,1,A,201240008233848,201202610140229,True,8.5448769382655,47.410586596562034,1,Zurich,
201240012936679,201201940000860,0,83,2693459.810160982,1247544.1195703214,2,0,1,8,0,420.0,urban,194,,1.0,27548,1,None,201240012936679,201201940000860,True,8.67674328502222,47.37263828168687,1,Zurich,
201240007786350,201201590002011,0,72,2693357.0319552044,1236145.8347715258,1,0,2,7,1,406.0,urban,159,,1.0,19652,1,None,201240007786350,201201590002011,True,8.674526623062238,47.27076088494321,1,Zurich,
201240015327030,201202300038667,0,21,2694631.6219294174,1260064.6770632397,0,0,4,3,3,2566.0,urban,230,230420.0,1.0,21299,1,C,201240015327030,201202300038667,False,8.69508794621795,47.48349558509755,1,Zurich,
201240012642189,201202250000359,0,84,2701462.7542150375,1266317.226302102,1,1,2,8,1,438.0,urban,225,,1.0,8400,1,D,201240012642189,201202250000359,True,8.78988980888573,47.53902523922791,1,Zurich,
201240013727298,201202610142576,1,62,2684289.3107861234,1251505.955289584,1,0,2,6,1,2754.0,urban,261,261115.0,1.0,106924,1,B,201240013727298,201202610142576,False,8.552690682471658,47.40784901169225,1,Zurich,
201240012516935,201201120001563,1,91,2704502.336368767,1236377.017333723,2,0,1,8,0,378.0,urban,112,,1.0,14135,1,B,201240012516935,201201120001563,True,8.82198401397621,47.26920243527693,1,Zurich,
201240011276391,201201610003765,1,0,2688038.3154766876,1244501.8501115963,0,0,3,0,2,408.0,suburban,161,,1.0,32186,1,C,201240011276391,201201610003765,False,8.60482122285531,47.34327963063442,1,Zurich,
201240011676807,201201130000145,1,35,2705352.9360938026,1237586.559521393,1,0,5,5,4,379.0,urban,113,,1.0,16194,1,D,201240011676807,201201130000145,False,8.83355634883123,47.277600105230206,1,Zurich,
201240016013145,201201530001998,0,40,2701040.7664770866,1234378.2357018339,0,1,5,5,4,400.0,urban,153,,1.0,13766,1,C,201240016013145,201201530001998,False,8.773962539074688,47.254151993971576,1,Zurich,
201240012105074,201202610114151,0,17,2678839.345016999,1251802.042657255,0,0,4,2,3,2756.0,urban,261,261101.0,1.0,62246,1,A,201240012105074,201202610114151,False,8.485183792528101,47.41201496730549,1,Zurich,
201240013016316,201202610187999,0,7,2685237.529784355,1251945.9896940645,0,1,6,1,4,2755.0,urban,261,261121.0,1.0,92691,1,B,201240013016316,201202610187999,False,8.56770989063845,47.4137929428228,1,Zurich,
201240008670164,201201150001617,1,38,2703627.4200346465,1237314.518757127,1,0,3,5,2,381.0,urban,115,,1.0,5629,1,None,201240008670164,201201150001617,False,8.802971332531266,47.2828778862363,1,Zurich,
201240011610368,201201330005917,1,53,2686965.4158366723,1235252.4086100291,1,0,2,6,1,457.0,urban,295,,1.0,22948,1,B,201240011610368,201201330005917,True,8.587120709782344,47.26309212910705,1,Zurich,
201240014796532,201200530006452,1,27,2682840.7121366663,1263103.496306536,0,1,2,4,1,335.0,urban,53,,1.0,27444,1,C,201240014796532,201200530006452,False,8.537767032611297,47.512323639585055,1,Zurich,
201240014833783,201200660004698,1,35,2685253.878552665,1254652.4830643919,0,1,2,5,1,348.0,urban,66,,1.0,45607,1,B,201240014833783,201200660004698,False,8.569921914262185,47.43620496515906,1,Zurich,
201240012338172,201202130000178,1,44,2692972.6531246467,1258966.0030844014,0,0,2,5,1,428.0,urban,213,,1.0,6596,1,C,201240012338172,201202130000178,False,8.67582055707704,47.474357272060985,1,Zurich,
201240008592639,201202610178239,0,39,2679108.786091989,1247634.7154947189,1,0,4,5,3,2740.0,urban,261,261091.0,1.0,98275,1,A,201240008592639,201202610178239,True,8.486539519358676,47.3758517639702,1,Zurich,
201240008903183,201202610145174,1,24,2684488.2037691614,1250916.2225676568,0,0,1,4,0,2754.0,urban,261,261115.0,1.0,107551,1,A,201240008903183,201202610145174,True,8.55624283394141,47.40284943400376,1,Zurich,
201240014754611,201202300045785,1,10,2699650.4077015277,1257965.9420995608,0,1,4,1,3,2564.0,urban,230,230390.0,1.0,16885,1,C,201240014754611,201202300045785,False,8.759035133477306,47.46538688243809,1,Zurich,
201240009228645,201202610044747,1,50,2680786.535740214,1248563.0876092769,1,1,2,6,1,2745.0,urban,261,261044.0,1.0,159746,1,B,201240009228645,201202610044747,True,8.510350660332199,47.38318917791618,1,Zurich,
201240012330311,201201210008198,0,23,2702250.5161304795,1241650.1572695994,1,1,6,3,4,387.0,urban,121,,1.0,25578,1,A,201240012330311,201201210008198,False,8.790506470297805,47.31843212592189,1,Zurich,
201240012215287,201201150003742,0,12,2701976.9851064836,1240775.7757858103,0,0,7,1,4,381.0,urban,115,,1.0,23922,1,B,201240012215287,201201150003742,False,8.78582681801042,47.31122730639119,1,Zurich,
201240011266786,201202430004312,1,1,2672367.5397143015,1250945.38703694,0,1,6,0,4,446.0,urban,243,,1.0,38843,1,A,201240011266786,201202430004312,False,8.398502116096388,47.40647080518297,1,Zurich,
201240008021629,201202610132544,1,81,2680726.1749220826,1252197.4609405226,2,0,2,8,1,2758.0,urban,261,261111.0,1.0,61837,1,A,201240008021629,201202610132544,False,8.507980012713722,47.41685251920285,1,Zurich,
201240015687196,201201580002336,1,73,2697644.241859737,1232798.1280195254,1,0,2,7,1,405.0,urban,158,,1.0,16885,1,B,201240015687196,201201580002336,True,8.724472712405635,47.239511986600206,1,Zurich,
201240007770477,201202430000100,1,33,2672701.6191127794,1251003.8101821847,0,1,2,5,1,446.0,urban,243,,1.0,41641,1,A,201240007770477,201202430000100,False,8.404937985782631,47.40555367919037,1,Zurich,
201240015989539,201202610003113,1,26,2682258.2029254227,1245228.458702177,0,1,1,4,0,2726.0,urban,261,261021.0,1.0,76016,1,B,201240015989539,201202610003113,True,8.52845077150211,47.35059236181291,1,Zurich,
201240012903632,201201550004043,1,49,2694407.404918505,1235118.4899511694,1,0,2,6,1,402.0,urban,155,,1.0,20160,1,D,201240012903632,201201550004043,True,8.685791795412564,47.25908011103321,1,Zurich,
201240012057564,201202280000886,0,49,2706464.6473829485,1254716.8084881033,1,0,5,6,4,441.0,rural,228,,1.0,7194,1,D,201240012057564,201202280000886,True,8.847170145278428,47.43336691145441,1,Zurich,
201240008244723,201200910001030,0,11,2670263.3605016978,1261518.49436777,0,0,5,1,4,365.0,urban,91,,1.0,8088,1,None,201240008244723,201200910001030,False,8.373209914687093,47.49943109034926,1,Zurich,
201240016108529,201202610029857,1,46,2680616.749393436,1247915.3776905346,0,0,2,6,1,2739.0,urban,261,261034.0,1.0,150307,1,A,201240016108529,201202610029857,False,8.504668201911157,47.379175979768014,1,Zurich,
201240013287997,201201420007936,0,72,2691448.8985369666,1232863.0610456516,1,0,2,7,1,397.0,urban,142,,1.0,16906,1,C,201240013287997,201201420007936,True,8.649017737021676,47.240968155608094,1,Zurich,
201240015679583,201201740000893,0,30,2697164.513682595,1251867.4393775214,0,0,1,5,0,458.0,urban,296,,1.0,5136,1,C,201240015679583,201201740000893,True,8.725472649541175,47.409913346615824,1,Zurich,
201240008594443,201201580001928,1,45,2698440.8075861963,1232654.7426752548,1,0,3,6,2,405.0,urban,158,,1.0,15366,1,D,201240008594443,201201580001928,False,8.741067755322545,47.23699563592894,1,Zurich,
201240007838150,201202310001617,0,26,2700849.3831668305,1257410.5416919678,0,0,1,4,0,443.0,urban,231,,1.0,10872,1,D,201240007838150,201202310001617,True,8.777387967669995,47.46093017644629,1,Zurich,
201240012468329,201202230001566,0,3,2692541.985446841,1265316.5419113438,0,0,4,0,3,436.0,urban,223,,1.0,10478,1,None,201240012468329,201202230001566,False,8.663558401017474,47.53067034052912,1,Zurich,
201240012005059,201201980001059,0,36,2698100.9909494314,1245344.3257796557,1,1,6,5,4,424.0,urban,198,,1.0,28819,1,C,201240012005059,201201980001059,True,8.733153423566737,47.349198145000514,1,Zurich,
201240013323359,201200920000205,1,32,2681963.803996161,1258953.4758142442,1,0,3,5,2,366.0,urban,92,,1.0,13410,1,C,201240013323359,201200920000205,False,8.52291999077009,47.47631362960151,1,Zurich,
201240011567011,201202610064096,0,40,2683053.415405036,1249178.1874348423,0,1,1,5,0,2752.0,urban,261,261061.0,1.0,138280,1,A,201240011567011,201202610064096,True,8.538224648092967,47.38746077881452,1,Zurich,
201240015997619,201202410000319,1,67,2675496.9401812814,1243369.110844976,1,0,2,7,1,444.0,suburban,241,,1.0,11030,1,D,201240015997619,201202410000319,False,8.443483075278243,47.336863006772106,1,Zurich,
201240013686633,201201940002018,1,29,2694635.2050951836,1246589.2030498276,1,0,3,4,2,420.0,urban,194,,1.0,21505,1,D,201240013686633,201201940002018,False,8.691164454285069,47.364224991356345,1,Zurich,
201240012957560,201201740001056,0,37,2694663.31889129,1251580.6526098426,1,0,4,5,3,458.0,urban,296,,1.0,19959,1,D,201240012957560,201201740001056,True,8.697343365199217,47.410591932923886,1,Zurich,
201240015365102,201201740006474,1,44,2696765.030450214,1251210.0552593917,1,1,2,5,1,458.0,urban,296,,1.0,8231,1,D,201240015365102,201201740006474,False,8.71889905477604,47.40380654039624,1,Zurich,
201240013951934,201202240000057,0,49,2690364.699740595,1263767.6951891324,1,0,2,6,1,437.0,urban,224,,1.0,6100,1,D,201240013951934,201202240000057,True,8.635643523011343,47.517784678150285,1,Zurich,
201240008914666,201200100000264,0,56,2674223.8947129943,1234984.8955822466,2,0,2,6,1,304.0,urban,10,,1.0,6898,1,C,201240008914666,201200100000264,True,8.41712948101154,47.25994693889766,1,Zurich,
201240010958311,201201600000041,0,35,2688811.4533678144,1242983.606343888,1,1,4,5,3,407.0,suburban,160,,1.0,15179,1,D,201240010958311,201201600000041,False,8.61616012243774,47.33236108712177,1,Zurich,
201240014820896,201202610013258,0,50,2682778.1547111506,1246376.0205354723,2,0,1,6,0,2731.0,urban,261,261024.0,1.0,119921,1,A,201240014820896,201202610013258,True,8.534723656588502,47.360850458025375,1,Zurich,
201240009102687,201202610141039,0,52,2683837.8518621773,1251793.7079017495,1,0,4,6,3,2754.0,urban,261,261115.0,1.0,100795,1,A,201240009102687,201202610141039,True,8.547888261200525,47.41138528234079,1,Zurich,
201240013631908,201200960002955,1,30,2676841.600295061,1253730.704327822,0,0,1,5,0,370.0,urban,96,,1.0,30724,1,C,201240013631908,201200960002955,True,8.459692147485352,47.43085335560183,1,Zurich,
201240011930982,201202610116337,0,41,2679896.344949597,1250695.3513047863,0,0,1,5,0,2756.0,urban,261,261101.0,1.0,83728,1,A,201240011930982,201202610116337,True,8.49610242362642,47.403325395039786,1,Zurich,
201240013008431,201201540004454,1,35,2686699.878265705,1241915.991798963,1,1,4,5,3,401.0,suburban,154,,1.0,21920,1,B,201240013008431,201201540004454,True,8.584275041444508,47.322022518872885,1,Zurich,
201240010486055,201201120000446,0,54,2703423.506164806,1234489.2561766426,2,0,4,6,3,378.0,urban,112,,1.0,15980,1,None,201240010486055,201201120000446,True,8.804242605318002,47.25402200628166,1,Zurich,
201240015773252,201200340000109,1,69,2689465.7350415266,1280726.3333308846,1,0,2,7,1,322.0,urban,34,,1.0,18744,1,D,201240015773252,201200340000109,False,8.62992510593033,47.67318064087203,1,Zurich,
201240012077951,201200540002772,1,13,2688578.0079908497,1252640.9602715017,0,0,4,1,3,336.0,urban,54,,1.0,40228,1,B,201240012077951,201200540002772,False,8.614131718463424,47.4192399928422,1,Zurich,
201240008760473,201202610141228,1,59,2683550.346448576,1251537.93556883,1,1,2,6,1,2754.0,urban,261,261115.0,1.0,105356,1,A,201240008760473,201202610141228,True,8.547005929587083,47.40973865659577,1,Zurich,
201240010817713,201202610180853,0,59,2678717.221974201,1251255.2688122266,1,0,3,6,2,2756.0,urban,261,261101.0,1.0,68714,1,A,201240010817713,201202610180853,True,8.480074850893754,47.40689800545454,1,Zurich,
201240008665571,201200020003274,1,10,2676573.1398920678,1237523.3730989075,0,1,5,1,4,296.0,urban,2,,1.0,15533,1,D,201240008665571,201200020003274,False,8.45414845358445,47.28543419713444,1,Zurich,
201240015226837,201202610058481,0,31,2682901.0138540003,1249512.3902158965,0,1,3,5,2,2752.0,urban,261,261061.0,1.0,132136,1,A,201240015226837,201202610058481,False,8.537809363503445,47.39172840599855,1,Zurich,
201240015090381,201202610000673,0,29,2683246.027240038,1247918.941873242,0,0,1,4,0,2736.0,urban,261,261011.0,1.0,140791,1,A,201240015090381,201202610000673,True,8.543939009759608,47.374965989533415,1,Zurich,
201240014627232,201202110000247,1,18,2700498.534271716,1270044.4130547931,0,0,4,3,3,427.0,rural,211,,1.0,2383,1,D,201240014627232,201202110000247,False,8.779753878902993,47.572676463757766,1,Zurich,
201240007998553,201200660003279,1,30,2684760.2131100283,1253655.1407978842,1,1,3,5,2,348.0,urban,66,,1.0,65634,1,B,201240007998553,201200660003279,False,8.563360331375495,47.42808350302045,1,Zurich,
201240008253190,201202610043839,1,33,2682266.1009294796,1248077.701036567,0,0,2,5,1,2742.0,urban,261,261042.0,1.0,162151,1,B,201240008253190,201202610043839,False,8.527773856464327,47.37901442321412,1,Zurich,
201240016085110,201200660002437,0,14,2685525.883097882,1253716.5381999013,0,0,4,1,3,348.0,urban,66,,1.0,57088,1,C,201240016085110,201200660002437,False,8.574635472356789,47.429709319687305,1,Zurich,
201240015225495,201201330007451,1,61,2688477.6388773182,1233577.699533251,2,1,5,6,4,457.0,urban,295,,1.0,19432,1,C,201240015225495,201201330007451,False,8.604232580526482,47.246710360543695,1,Zurich,
201240007620755,201201110001675,1,42,2706316.4308511578,1243757.4099864843,0,0,2,5,1,377.0,urban,111,,1.0,7187,1,D,201240007620755,201201110001675,True,8.848923740764336,47.33792842554922,1,Zurich,
201240011863019,201200850000472,0,54,2673054.16661874,1254988.9676051908,1,0,2,6,1,359.0,urban,85,,1.0,10072,1,D,201240011863019,201200850000472,True,8.395963023271639,47.44729217653346,1,Zurich,
201240008801683,201202420000121,0,20,2675373.124325114,1244921.9870353092,0,0,6,3,4,445.0,urban,242,,1.0,10653,1,D,201240008801683,201202420000121,False,8.443669747063101,47.34958042273912,1,Zurich,
201240014126565,201201410002622,1,54,2685296.1061686026,1238281.8367540897,1,0,2,6,1,396.0,urban,141,,1.0,31539,1,C,201240014126565,201201410002622,True,8.565573119552468,47.28900478591093,1,Zurich,
201240014997524,201202170000359,1,30,2707295.087746749,1261057.4048793365,0,0,1,5,0,456.0,rural,294,,1.0,5080,1,D,201240014997524,201202170000359,True,8.864071585807354,47.49073086843556,1,Zurich,
201240009838651,201200030002132,1,16,2677637.852276893,1240446.2699582805,0,0,4,2,3,297.0,urban,3,,1.0,11453,1,None,201240009838651,201200030002132,False,8.466533357998763,47.312121257343975,1,Zurich,
201240014417233,201200920000088,0,41,2681068.016662969,1258954.9716144365,1,0,4,5,3,366.0,urban,92,,1.0,18344,1,C,201240014417233,201200920000088,False,8.513216985358326,47.47608031324332,1,Zurich,
201240015401029,201202610078075,1,34,2685379.9125128803,1246385.1219223766,0,0,1,5,0,2735.0,urban,261,261073.0,1.0,66515,1,A,201240015401029,201202610078075,True,8.566816273188183,47.36472416270912,1,Zurich,
201240012143335,201201710001149,1,35,2710376.8352765935,1247590.583190707,1,0,3,5,2,459.0,rural,297,,1.0,2967,1,None,201240012143335,201201710001149,False,8.894691470184997,47.37545747037164,1,Zurich,
201240013054038,201202300033837,0,48,2699021.869125756,1261287.9607761572,1,0,7,6,4,2580.0,urban,230,230720.0,1.0,54811,1,B,201240013054038,201202300033837,False,8.750796173946677,47.49437322288946,1,Zurich,
201240008366360,201200530004880,1,30,2682689.693294715,1264646.351233469,0,1,1,5,0,335.0,urban,53,,1.0,22079,1,C,201240008366360,201200530004880,True,8.540418734778635,47.52752649453547,1,Zurich,
201240015710557,201200540002730,1,48,2688588.4852205697,1252977.3481557379,1,0,4,6,3,336.0,urban,54,,1.0,39878,1,B,201240015710557,201200540002730,False,8.614744007614977,47.41935969710345,1,Zurich,
201240011305233,201202610149319,0,66,2683100.073667452,1253071.9210495562,2,0,2,7,1,2757.0,urban,261,261119.0,1.0,77155,1,A,201240011305233,201202610149319,True,8.541317232862186,47.42361841972347,1,Zurich,
201240011892551,201200690000573,1,25,2686887.480084547,1252210.7782427955,0,0,2,4,1,351.0,urban,69,,1.0,63222,1,B,201240011892551,201200690000573,False,8.58818176449787,47.41369910833897,1,Zurich,
201240014846932,201201590001228,0,0,2694070.574259159,1235409.0222547364,0,1,4,0,3,406.0,urban,159,,1.0,20839,1,C,201240014846932,201201590001228,False,8.683401559523537,47.26084211956312,1,Zurich,
201240011952461,201201990000336,0,35,2693051.6558073265,1249236.3831067365,0,1,2,5,1,425.0,urban,199,,1.0,24542,1,D,201240011952461,201201990000336,True,8.668093448417636,47.39202568170554,1,Zurich,
201240014758952,201202610093114,0,29,2679035.755264437,1247066.1207945864,1,1,2,4,1,2740.0,urban,261,261091.0,1.0,92728,1,B,201240014758952,201202610093114,True,8.485766062823982,47.370857524247,1,Zurich,
201240012628022,201201610003342,1,44,2687010.5173897697,1244405.8093724942,1,1,3,5,2,408.0,suburban,161,,1.0,41038,1,D,201240012628022,201201610003342,False,8.586282748040402,47.34647884877994,1,Zurich,
201240011982732,201202470000281,1,19,2676274.178641989,1250224.101509544,0,0,2,3,1,450.0,urban,247,,1.0,48308,1,B,201240011982732,201202470000281,False,8.449783698339635,47.39770429200426,1,Zurich,
201240008010186,201202430000808,1,72,2673031.3498896435,1250913.5991069346,2,0,1,7,0,446.0,urban,243,,1.0,42181,1,A,201240008010186,201202430000808,True,8.406513743332686,47.40623309963428,1,Zurich,
201240011652615,201201780001493,1,74,2701663.7144654808,1251887.5849298483,1,0,2,7,1,413.0,urban,178,,1.0,5458,1,None,201240011652615,201201780001493,False,8.788694332615151,47.41148594131493,1,Zurich,
201240015466668,201202610126893,0,36,2682923.430442996,1249380.4377269268,1,0,2,5,1,2750.0,urban,261,261102.0,1.0,137022,1,A,201240015466668,201202610126893,False,8.53601305988168,47.39069305425666,1,Zurich,
201240007865422,201201310003522,0,67,2682369.385085848,1241158.0615313584,1,0,2,7,1,388.0,urban,131,,1.0,44168,1,C,201240007865422,201201310003522,False,8.527332890121148,47.31723060335784,1,Zurich,
201240015824155,201202610174206,1,22,2680571.576997445,1253022.2962290405,0,0,4,3,3,2758.0,urban,261,261111.0,1.0,46878,1,B,201240015824155,201202610174206,False,8.5056615923963,47.42218096808041,1,Zurich,
201240015448980,201202460000340,0,73,2672797.9296298055,1253242.0185383956,1,0,2,7,1,449.0,suburban,246,,1.0,22152,1,D,201240015448980,201202460000340,True,8.40233362615558,47.42638043707004,1,Zurich,
201240013412977,201201380002328,0,35,2695628.578755322,1229613.6539271125,1,1,5,5,4,393.0,urban,138,,1.0,23052,1,B,201240013412977,201201380002328,False,8.704158572472691,47.20943906443977,1,Zurich,
201240015081664,201202260000170,0,61,2704782.3215286382,1259702.4559386473,1,0,2,6,1,439.0,rural,226,,1.0,1630,1,None,201240015081664,201202260000170,False,8.826775186000294,47.47942728230891,1,Zurich,
201240014710466,201201310005291,0,2,2681797.48621463,1239584.3636909793,0,1,4,0,3,388.0,urban,131,,1.0,30484,1,B,201240014710466,201201310005291,False,8.52263406886167,47.302756451733565,1,Zurich,
201240014461930,201201170000694,1,26,2706702.2650534725,1239434.4644453367,0,0,2,4,1,383.0,urban,117,,1.0,12008,1,C,201240014461930,201201170000694,False,8.847884267655411,47.29859326011004,1,Zurich,
201240012763176,201201520000460,1,60,2688341.6223183423,1238703.8082560953,1,0,2,6,1,399.0,suburban,152,,1.0,17077,1,C,201240012763176,201201520000460,True,8.611978811465816,47.29325558521423,1,Zurich,
201240015207881,201202610061386,1,40,2683383.7078240956,1250092.1718347576,0,0,2,5,1,2752.0,urban,261,261061.0,1.0,116154,1,A,201240015207881,201202610061386,True,8.543548450684103,47.39573045669039,1,Zurich,
201240012205875,201200340000151,1,59,2689895.40200712,1280772.828216362,2,0,1,6,0,322.0,urban,34,,1.0,16502,1,D,201240012205875,201200340000151,True,8.634265052992971,47.67076153964036,1,Zurich,
201240010882313,201202270000095,1,33,2695879.3265838544,1265318.1289165488,1,1,4,5,3,440.0,urban,227,,1.0,13565,1,None,201240010882313,201202270000095,True,8.713942589405134,47.53435424439795,1,Zurich,
201240015965308,201202290000160,0,21,2702332.671362254,1264341.2504342245,0,0,4,3,3,460.0,urban,298,,1.0,12227,1,D,201240015965308,201202290000160,False,8.794407109580856,47.5229251472032,1,Zurich,
201240007734269,201202610052562,1,1,2682217.890512491,1248690.8625707377,0,0,3,0,2,2743.0,urban,261,261051.0,1.0,152803,1,A,201240007734269,201202610052562,False,8.528972159247335,47.38386047603042,1,Zurich,
201240014927088,201200550000078,0,61,2680994.7565425634,1270457.9158734793,1,0,2,6,1,337.0,urban,55,,1.0,5649,1,D,201240014927088,201200550000078,False,8.516917708081154,47.57945740016458,1,Zurich,
201240015712022,201200640000694,1,46,2691199.077701712,1256040.3728953279,1,0,2,6,1,346.0,urban,64,,1.0,18113,1,C,201240015712022,201200640000694,False,8.647277181341398,47.44723293704406,1,Zurich,
201240012738614,201200550001020,1,30,2680807.2140978463,1269992.2612662564,0,1,2,5,1,337.0,urban,55,,1.0,8610,1,B,201240012738614,201200550001020,True,8.516500478368753,47.57396564325791,1,Zurich,
201240012396471,201200520003379,1,26,2690118.931057958,1255576.7027038482,1,0,2,4,1,334.0,urban,52,,1.0,22208,1,C,201240012396471,201200520003379,False,8.631716621392249,47.44340067473516,1,Zurich,
201240013864580,201202300039487,0,36,2699645.4614635236,1262693.2887271736,1,0,3,5,2,2549.0,urban,230,230240.0,1.0,42556,1,A,201240013864580,201202300039487,True,8.762102856320666,47.50871771706148,1,Zurich,
201240015924683,201202610063645,1,56,2682889.575520946,1249119.1290632547,1,0,2,6,1,2752.0,urban,261,261061.0,1.0,138333,1,A,201240015924683,201202610063645,True,8.536583335636198,47.38879866704144,1,Zurich,
201240011178732,201202610127696,1,27,2682660.1554388283,1249789.4151486799,0,0,2,4,1,2750.0,urban,261,261102.0,1.0,130787,1,A,201240011178732,201202610127696,False,8.532295022276923,47.39347180523508,1,Zurich,
201240008092014,201202470005540,0,4,2677564.654643531,1249989.8097137485,0,0,5,0,4,450.0,urban,247,,1.0,66595,1,B,201240008092014,201202470005540,False,8.46696511189267,47.395618772513046,1,Zurich,
201240011592158,201201420005713,1,24,2692658.778776433,1231353.912301858,0,0,4,4,3,397.0,urban,142,,1.0,19316,1,C,201240011592158,201201420005713,False,8.664144715066591,47.22495779091723,1,Zurich,
